RNUM,PUBLISHER,COLLECTIONDB,CREATOR,TITLE,ALTERNATIVETITLE,ISSUEDDATE,MODIFIEDDATE,SUBJECT,SUBJECTKEYWORD,FORMAT,DESCRIPTION,LANGUAGE,REFERENCEIDENTIFIER,LOCALID,UCI,URL,CONTEXTNAME,REGDATE,INSERTDATE,SUBDESCRIPTION,VIEWCNT,HASPART,PERSON,RIGHTS,TEMPORALCOVERAGE,VENUE,CREATEDDATE,SUBJECTCATEGORY,SPATIAL,REFERENCE,CHARGE,AFFILIATION,STATE,CONTRIBUTOR,EXTENT,GRADE,PERIOD,TIME,TABLEOFCONTENTS,SPATIALCOVERAGE
"1124","1371000","추천여행지","대한민국 정책브리핑","별 하나 나 하나 별빛 가득한 추억세상, 곡성섬진강천문대","","","","G","","Text","곡성섬진강천문대는 굽이쳐 흐르는 섬진강을 바라고 서 있다. 순하게 흘러드는 물줄기처럼 둥글둥글 참 유한 모습이다. 한데 여느 천문대와 달리 평지에 자리해 있다는 점이 특이하다. 게다가 주변으로 민가도 더러 눈에 띈다. 사실 이곳 곡성섬진강천문대가 들어서 있는 고달면 가정마을길 일대는 천문대가 들어서기에 그리 유리한 조건을 갖추고 있지는 못하다. 천문관측을 위해서는 주변의 인공광원이 없을수록 좋기 때문이다. 하지만 이 같은 불리한 여건 속에서도 곡성섬진강천문대를 찾는 이들의 발걸음이 끊이지 않는 건 천문대 측이 마을주민들과 불리한 여건을 최소화시키기 위해 합심하여 노력한 덕이다. 우선 천문관측에 방해가 될 수 있는 마을과 도로에 설치된 가로등에 갓을 씌워 빛이 위로 향하지 못하게 했고, 천문관측이 이뤄지는 시간대 도로를 지나는 마을 차량들은 스스로 헤드라이트의 불빛을 끄고 지나기도 한다.","Kor","http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1296574481560.jpg","65","G706+KCPG05-G.MsctTour.0000000065","http://www.mcst.go.kr/web/s_culture/tour/tourView.jsp?pDetailSeq=65","<http://175.125.91.94/openapi/rdf/MsctTour.rdf>","2021-02-20","2021-02-20","","","","","","","","","","","곡성군청 관광개발과 061)363-6198, 섬진강기차마을 061)360-8850, 곡성섬진강천문대 061)363-8528, 조태일시문학기념관 061)362-5868","","","","","","","","","",""
"1125","1371000","추천여행지","대한민국 정책브리핑","긴 잠에서 깨어난 백룡동굴을 탐험하다","","","","G","","Text","백두대간이 있는 강원도는 여름에도 많은 여행자들이 찾는 곳이다. 어느 곳이든 시원한 여름을 보장하기 때문이다. 정선과 평창, 영월을 지나며 산 사이를 구불구불 흘러가는 동강은 그중 으뜸이다. 강이 석회암지대를 지나며 깎아 만든 병풍절벽 위로 열린 길은 시원한 바람을 만끽할 수 있는 전망대가 되고, 절벽 사이를 거칠게 흘러내리는 강물은 래프팅보트와 카약을 즐길 수 있는 장소인 것. 여기에 수억 년 동안 산 속으로 스며든 물이 만들어낸 작품까지 가세하면 동강은 볼거리 즐길 거리 가득한 여름여행지가 된다. 동강의 중심에 자리한 강원도 평창군 미탄면 마하리 어름치마을은 이 모든 것을 누릴 수 있는 공간이다. 지난 7월15일, 정식으로 문을 연 백룡동굴도 이곳에 자리하고 있다. 지구의 자궁 속으로 들어선 듯, 칠흑 같은 어둠과 고요함이 여행자를 맞이하는 공간이다.","Kor","http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1280712226617.jpg","36","G706+KCPG05-G.MsctTour.0000000036","http://www.mcst.go.kr/web/s_culture/tour/tourView.jsp?pDetailSeq=36","<http://175.125.91.94/openapi/rdf/MsctTour.rdf>","2021-02-20","2021-02-20","","","","","","","","","","","백룡동굴생태체험학습장 033)334-7200, 어름치마을 033)333-6600","","","","","","","","","",""
"1126","1371000","추천여행지","대한민국 정책브리핑","봄바람에 실려오는 짙은 매화 향, 양산 통도사와 김해건설공고 ","","","","G","","Text","해마다 2월이면 양산 통도사의 홍매화가 꽃을 피운다. 신라 시대 통도사를 창건한 자장율사의 법명에서 비롯된 까닭에 ‘자장매’로 불리는 이 매화는 고고하면서도 화려한 자태가 보는 이의 넋을 잃게 한다. 수령은 약 350년에 이른다고 한다. 양산시 원동면 일대도 매화 명소다. 영포마을을 비롯해 쌍포․내포․함포․어영마을 등에 매화 밭이 조성되었다. 특히 영포리 영포마을에는 매화나무 2만 그루에서 폭죽이 터지듯 꽃이 피어난다. 개인 농원인 ‘순매원’도 관광객이 많이 찾는다. 낙동강 변에 위치한 까닭에 매화 밭과 강, 철길이 어우러진 장관을 만날 수 있다. 통도사에 홍매화가 필 무렵, 김해건설공고에는 ‘와룡매’가 꽃잎을 연다. 매화나무 모양이 용이 꿈틀거리는 것 같기도 하고, 기어가는 것처럼 보인다고 해서 와룡매라 불린다. 매화가 만발할 무렵이면 교정은 꽃을 보려는 사람들과 삼각대에 카메라를 단 사진작가로 넘쳐난다. 김해건설공고 인근에는 수로왕릉, 국립김해박물관 등 가야의 역사를 살펴볼 수 있는 유적이 많아 꽃구경을 핑계 삼아 봄나들이를 떠나볼 만하다.","Kor","http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1425015134328.jpg","360","G706+KCPG05-G.MsctTour.0000000360","http://www.mcst.go.kr/web/s_culture/tour/tourView.jsp?pDetailSeq=360","<http://175.125.91.94/openapi/rdf/MsctTour.rdf>","2021-02-20","2021-02-20","","","","","","","","","","","양산시청 문화관광과 055)392-3233, 김해시청 관광과 055)330-4445","","","","","","","","","",""
"1127","1371000","추천여행지","대한민국 정책브리핑","해안선 숲길 따라 수줍게 핀 동백, 거제 지심도 ","","","","G","","Text","‘수줍은 봄’은 경남 거제의 바다에 먼저 깃든다. 붉게 핀 동백꽃이 3월이면 해안선 훈풍을 따라 소담스런 자태를 뽐낸다. 장승포항 남쪽의 지심도는 전국에서 손꼽히는 동백 군락지 가운데 한 곳이다. 원시림을 간직한 지심도의 식생 중 50%가량이 동백으로 채워지며 동백 터널을 만든다. 지심도의 동백꽃은 12월 초부터 피기 시작해 4월 하순이면 대부분 꽃잎을 감춘다. 2월 말~3월 중순이 꽃구경하기에는 가장 좋은 시기다. 지심도에서는 100년 이상 된 동백이 숲을 이룬다. 해안 절벽이 있는 마끝, 포진지를 거쳐 망루까지 둘레길을 걷는 데에는 두 시간 정도 걸린다. 거제도 남쪽 우제봉 산책로 또한 해금강 등 주변 바다 비경이 어우러져 동백꽃 보는 재미를 더한다. 도다리쑥국, 물회 등은 거제의 봄을 더욱 향긋하게 채우는 별미다.","Kor","http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1425015204422.jpg","361","G706+KCPG05-G.MsctTour.0000000361","http://www.mcst.go.kr/web/s_culture/tour/tourView.jsp?pDetailSeq=361","<http://175.125.91.94/openapi/rdf/MsctTour.rdf>","2021-02-20","2021-02-20","","","","","","","","","","","거제시청 문화관광과 055)639-4172","","","","","","","","","",""
"1128","1371000","추천여행지","대한민국 정책브리핑","정남진 바닷가에서 보내온 동백꽃 편지","","","","G","","Text","장흥의 봄은 정남진 바닷가에서 시작된다. 따뜻한 남쪽 바다에서 불어온 봄바람은 묵촌리(행정구역 접정리)에 이르러 동백 꽃망울을 터뜨린다. 용산면 묵촌리 동백림은 수령 250~300년의 고목 140여 그루가 모인 아담한 숲이다. 툭툭 떨어지는 동백 꽃비를 맞으려면 3월 중에 찾는 것이 좋다. 묵촌리는 동학 농민군이 싸운 장흥전투를 이끈 이방언의 고향이기도 하다. 광활한 동백 숲을 보려면 천관산 동백생태숲에 가자. 계곡을 따라 약 20만 ㎡에 걸쳐 동백 군락지가 형성되었다. 장흥삼합을 비롯한 먹거리 천국인 정남진 장흥 토요시장은 토요일과 오일장(끝 자리 2·7일)이 서는 날 열린다(상설 시장과 한우 판매장, 식당은 매일 영업). 장흥 특산물이 알뜰한 가격에 거래되고, 볼거리가 다양해 여행객이 꼭 거쳐야 할 곳이다. 야생 차밭과 비자나무 숲을 통과하는 길이 인상적인 보림사, 밤하늘의 신비를 엿볼 수 있는 정남진 천문과학관, 정남진 전망대 등 봄꽃을 찾아가는 길에 들러볼 여행지가 많다.","Kor","http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1425015280725.jpg","362","G706+KCPG05-G.MsctTour.0000000362","http://www.mcst.go.kr/web/s_culture/tour/tourView.jsp?pDetailSeq=362","<http://175.125.91.94/openapi/rdf/MsctTour.rdf>","2021-02-20","2021-02-20","","","","","","","","","","","장흥군청 문화관광과 061-860-0224","","","","","","","","","",""
"1129","1371000","추천여행지","대한민국 정책브리핑","한반도 배꼽에서 만나는 별자리여행, 양구 국토정중앙천문대","","","","G","","Text","국토정중앙천문대는 우리나라 중심에서 하늘을 바라보기 위해 국토의 정중앙점 부근에 건설된 천문대다. 양구군 도촌리 입구에 있는 도촌막국수 집을 끼고 300m 정도 올라가면 로봇 태권V가 나올 것처럼 생긴 건물이 나온다. 천문대 입구에 국토의 정중앙임을 알리는 조형물이 서 있다. 천문대에 들어서자마자 한반도 국토 정중앙에 대한 설명이 나오니 유심히 살펴보고 천문대를 관람하는 것이 좋다. 천문대의 특성상 관람 시작 시간이 늦다. 오후 2시부터 관람이 가능하며 대신 밤늦게까지 여유 있게 관람할 수 있다. 천체투영실에서는 의자에 누워 가상의 밤하늘과 우주여행을 떠날 수 있다. &lt;우주 이야기&gt;를 주제로 한 공상과학영화나 시간대별로 별자리와 우주에 대한 3D 영상을 관람할 수 있다.지구와 은하계의 생성부터 현재까지의 모습을 담은 영상은 입체화면으로 되어 있어 생생하고 재미있다. 특히 아이들이 좋아하는 캐릭터가 많이 등장해 지루하지 않고 재미있게 관람할 수 있다. 국토정중앙천문대여행을 할 때 양구읍에 위치한 박물관과 미술관 나들이는 덤이다. 양구선사박물관과 향토사료관, 인공습지와 광치자연휴양림도 지척에 있어 겨울여행을 즐길 수 있는 코스로 좋다.","Kor","http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1296574546853.jpg","66","G706+KCPG05-G.MsctTour.0000000066","http://www.mcst.go.kr/web/s_culture/tour/tourView.jsp?pDetailSeq=66","<http://175.125.91.94/openapi/rdf/MsctTour.rdf>","2021-02-20","2021-02-20","","","","","","","","","","","국토정중앙천문대 033-480-2586 / www.ckobs.kr","","","","","","","","","",""
"1130","1371000","추천여행지","대한민국 정책브리핑","지심도 동백숲에서 시작되는 남해의 봄","","","","G","","Text","장승포항 지심도터미널에서 도선을 타고 15분이면 동백꽃이 반기는 지심도 선착장에 도착한다. 겨울의 문턱부터 하나둘씩 피어난 동백꽃은 3, 4월이면 지심도를 온통 붉은 별로 수놓는다. 만개해서 기쁨을 주는 동백꽃은 땅에 떨어져도 그 아름다운 빛을 잃지 않는다. 길 위에 송이 채 떨어져 있는 동백꽃은 결코 추하지 않다. ‘허영부리지 않음’ 이라는 동백꽃 꽃말이 떠오른다. 지심도 산책은 편안한 휴식과 더불어 인생에 대해 다시 정리해 보는 여유를 갖게 해준다. 지심도 동백꽃길 트레킹을 즐긴 뒤 거제도 본섬으로 돌아와도 즐길거리가 많다. 해상유람선을 타고 한려해상국립공원을 유람하거나 동부의 옥포대첩기념공원, 학동 동백림, 해금강, 서부의 청마유치환생가, 남부의 여차, 홍포마을 등을 탐방해본다.","Kor","http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1299047359637.jpg","67","G706+KCPG05-G.MsctTour.0000000067","http://www.mcst.go.kr/web/s_culture/tour/tourView.jsp?pDetailSeq=67","<http://175.125.91.94/openapi/rdf/MsctTour.rdf>","2021-02-20","2021-02-20","","","","","","","","","","","거제시청 관광과 055)639-3619, 장승포항 지심도 터미널 055)681-6007","","","","","","","","","",""
"1131","1371000","추천여행지","대한민국 정책브리핑","참가자미의 찰지고 고소한 맛에 빠지다, 울산 정자항","","","","G","","Text","한반도의 동해남부 바다는 고래의 바다이다. 특히, 울산의 장생포는 고래잡이의 메카였다. 하지만 지금 울산을 대표하는 어항은 북구의 정자항이다. 정자항은 전국으로 유통되는 참가자미의 70%를 어획하는 곳으로 1년 내내 참가자미를 잡는다. 참가자미는 비린 맛이 없어 다양한 음식으로 만들어진다. 그중 정자항 사람들이 으뜸으로 여기는 것은 참가자미회이다. 깊은 바다에 사는 어종인지라 양식을 할 수 없는 생선이고, 산란하기 전인 3월의 참가자미는 기름기가 많아 찰지고 고소한 맛이 일품이기 때문. 정자항의 또 다른 먹을거리는 정자대게이다. 크기는 작지만 맛과 향이 뛰어나다. 정자바다의 세찬 물살에서 자라는 미역도 일품이다. 강동 화암 주상절리가 있는 산하동을 찾으면 3월 바다에서 수확한 미역을 널어 말리는 진풍경을 볼 수 있다.","Kor","http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1299047418344.jpg","68","G706+KCPG05-G.MsctTour.0000000068","http://www.mcst.go.kr/web/s_culture/tour/tourView.jsp?pDetailSeq=68","<http://175.125.91.94/openapi/rdf/MsctTour.rdf>","2021-02-20","2021-02-20","","","","","","","","","","","울산광역시청 관광과 052)229-3851~6","","","","","","","","","",""
"1132","1371000","추천여행지","대한민국 정책브리핑","근대문화유적과 다순구미 골목을 거닐다, 목포 온금동","","","","G","","Text","목포는 근대문화유적 박물관이다. 온금동, 일본인 골목, 오거리 등에는 목포의 근대사를 만날 수 있는 흔적들이 남아 있다. 온금동은 목포에 시가지가 조성되기 전 뱃사람들이 살던 마을이다. 유달산 산자락에 기대어 마음이 따뜻한 사람들이 살아가는 온금동 달동네를 걸어보며 바쁜 일상 속에서 잊혀져가는 인정을 느껴보는 것도 좋을 것 같다. 목포의 오래된 골목에서는 일본식 가옥의 자취와도 조우한다. 2층 격자모양 집 외에도 구 일본영사관, 이훈동 정원, 근대문화역사관 등이 목포의 근대사를 담아낸다. 예향의 도시인 목포에서 오거리는 70~80년대 예술의 중심지였고 그 중심에 다방이 있었다. 다방은 작가들의 아지트였고 지금도 명맥을 유지하고 있다. 목포의 근대사를 더듬었으니 이제 본격적으로 목포의 봄을 즐겨보자. 유달산 자락은 3월말이면 개나리가 꽃망울을 터뜨린다. 유달산에서 북항으로 이어지는 일주도로는 노란 꽃 세상으로 변신한다.","Kor","http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1299047877526.jpg","69","G706+KCPG05-G.MsctTour.0000000069","http://www.mcst.go.kr/web/s_culture/tour/tourView.jsp?pDetailSeq=69","<http://175.125.91.94/openapi/rdf/MsctTour.rdf>","2021-02-20","2021-02-20","","","","","","","","","","","목포시청 관광기획과 061)270-8430","","","","","","","","","",""
"1133","1371000","추천여행지","대한민국 정책브리핑","전통 신 신고 부산을 걸어볼까? 안해표 화혜장","","","","G","","Text","감천문화마을에는 부산광역시 무형문화재 제 17호 화혜장 안해표 선생이 운영하는 전통신전수관이 있다. 화혜장은 왕가나 양반층이 주로 신던 전통 가죽신(화혜)을 만드는 장인이다. 다양한 천연 소재를 이용해 어렵고 힘든 과정을 거쳐야 단아한 아름다움이 돋보이는 신이 만들어진다. 전통신전수관에 가면 3대에 이르는 세월 동안 전통을 고집하며 오직 손으로 만든 화혜의 아름다움과 장인의 삶을 만나볼 수 있다. 부산은 바다의 고장으로, 사하구부터 기장군까지 아름다운 해안선을 자랑한다. 영도구의 절영해안산책로와 남구의 이기대해안산책로는 부산의 아름다운 바다를 가볍게 걸어볼 수 있는 길이다. 절영해안산책로에는 영화 〈변호인〉, 이기대해안산책로에는 영화 〈해운대〉 촬영지도 있다. 절영해안산책로 가는 길에 만나는 부산삼진어묵체험역사관에서 부산의 별미 어묵을 맛보고, 어묵의 역사도 되새겨보자.","Kor","http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1427781673952.jpg","363","G706+KCPG05-G.MsctTour.0000000363","http://www.mcst.go.kr/web/s_culture/tour/tourView.jsp?pDetailSeq=363","<http://175.125.91.94/openapi/rdf/MsctTour.rdf>","2021-02-20","2021-02-20","","","","","","","","","","","전통신전수관 051)292-2224, 010-3558-8605","","","","","","","","","",""
